Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|224000695|ref|XP_002290020.1|,gi|220975228|gb|EED93557.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.395	16	2.63e-4	8	8	901
gi|224004450|ref|XP_002295876.1|,gi|209585908|gb|ACI64593.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.204	16	1.14e-4	9	9	902
gi|224005018|ref|XP_002296160.1|,gi|209586192|gb|ACI64877.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.408	16	3.13e-4	8	8	903
gi|224005991|ref|XP_002291956.1|,gi|220972475|gb|EED90807.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.409	16	3.78e-4	5	5	904
gi|224006794|ref|XP_002292357.1|,gi|220971999|gb|EED90332.1|	t-complex protein 1 delta subunit [Thalassiosira pseudonana CCMP1335]	0.335	16	1.25e-4	11	11	905
gi|224008196|ref|XP_002293057.1|,gi|220971183|gb|EED89518.1|	RuvB dna-helicase [Thalassiosira pseudonana CCMP1335]	0.303	16	1.46e-4	9	9	906
gi|224008689|ref|XP_002293303.1|,gi|220970703|gb|EED89039.1|	eukaryotic translation initiation factor 6 [Thalassiosira pseudonana CCMP1335]	0.412	16	2.61e-4	9	9	907
gi|224008987|ref|XP_002293452.1|,gi|220970852|gb|EED89188.1|	synaptobrevin [Thalassiosira pseudonana CCMP1335]	0.443	16	3.64e-4	6	6	908
gi|224009185|ref|XP_002293551.1|,gi|220970951|gb|EED89287.1|	alpha subunit of tetrameric clathrin adaptor complex AP1, partial [Thalassiosira pseudonana CCMP1335]	0.113	16	7.18e-5	9	1	909
gi|224009199|ref|XP_002293558.1|,gi|220970958|gb|EED89294.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.323	16	2.65e-4	6	6	910
gi|224009508|ref|XP_002293712.1|,gi|220970384|gb|EED88721.1|	coatomer COPII, partial [Thalassiosira pseudonana CCMP1335]	0.172	16	8.01e-5	11	11	911
gi|224009800|ref|XP_002293858.1|,gi|220970530|gb|EED88867.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.202	16	3.20e-4	5	5	912
gi|224009842|ref|XP_002293879.1|,gi|220970551|gb|EED88888.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.305	16	3.03e-4	5	5	913
gi|224015810|ref|XP_002297553.1|,gi|2050584474|gb|QWM93015.1|,gi|116739852|gb|ABK20722.1|,gi|118411105|ref|YP_874499.1|,gi|220967817|gb|EED86193.1|	plastid protein [Thalassiosira pseudonana CCMP1335],iron-sulfur cluster formation ABC transporter (chloroplast) [Thalassiosira pseudonana],putative ABC transporter (chloroplast) [Thalassiosira pseudonana]	0.206	16	1.37e-4	8	8	914
gi|34783124|gb|AAH02539.2|	(CONTAMINANT) Keratin 19 [Homo sapiens]	0.084	16	1.60e-4	6	0	915
gi|116739910|gb|ABK20780.1|,gi|125964704|sp|A0T0U5.1|PSAL_THAPS,gi|2050584416|gb|QWM92957.1|,gi|2843533624|pdb|8XLS|L,gi|220967791|gb|EED86167.1|,gi|118411163|ref|YP_874557.1|,gi|224015758|ref|XP_002297527.1|	photosystem I protein L (chloroplast) [Thalassiosira pseudonana],RecName: Full=Photosystem I reaction center subunit XI; AltName: Full=PSI subunit V; AltName: Full=PSI-L,subunit XI of photosystem I (chloroplast) [Thalassiosira pseudonana],Chain L, Photosystem I reaction center subunit XI,predicted protein [Thalassiosira pseudonana CCMP1335],photosystem I subunit XI (chloroplast) [Thalassiosira pseudonana]	0.277	15	4.22e-4	4	0	916
gi|20178293|sp|P08729|K2C7_HUMAN	(CONTAMINANT) Keratin, type II cytoskeletal 7 (Cytokeratin 7) (K7) (CK 7) (Sarcolectin)	0.038	15	1.33e-4	2	0	917
gi|2050584516|gb|QWM93057.1|	ribosomal protein S8 (chloroplast) [Thalassiosira pseudonana]	0.299	15	4.56e-4	4	4	918
gi|116739951|gb|ABK20821.1|,gi|125987768|sp|A0T0Y6.1|RR8_THAPS,gi|118411204|ref|YP_874598.1|	30S ribosomal protein S8 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein uS8c; AltName: Full=30S ribosomal protein S8, chloroplastic,ribosomal protein S8 (chloroplast) [Thalassiosira pseudonana]	0.311	15	4.73e-4	4	4	918
gi|209583569|gb|ACI64255.1|,gi|224011527|ref|XP_002295538.1|	hisD, histidinol dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.152	15	1.42e-4	5	5	919
gi|209585801|gb|ACI64486.1|,gi|224004236|ref|XP_002295769.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.170	15	8.36e-5	7	7	920
gi|220967777|gb|EED86153.1|,gi|224015730|ref|XP_002297513.1|	hypothetical protein THAPSDRAFT_bd1267 [Thalassiosira pseudonana CCMP1335]	0.072	15	4.60e-5	8	0	921
gi|220968972|gb|EED87316.1|,gi|224013912|ref|XP_002296620.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.234	15	1.49e-4	9	8	922
gi|220969424|gb|EED87765.1|,gi|224012665|ref|XP_002294985.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.322	15	2.37e-4	7	7	923
gi|220969882|gb|EED88221.1|,gi|224010860|ref|XP_002294387.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.504	15	4.69e-4	5	5	924
gi|220970133|gb|EED88471.1|,gi|224010317|ref|XP_002294116.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.085	15	9.16e-5	7	6	925
gi|220970175|gb|EED88513.1|,gi|224010401|ref|XP_002294158.1|	nadh-ubiquinone oxidoreductase, partial [Thalassiosira pseudonana CCMP1335]	0.219	15	1.96e-4	6	6	926
gi|220972183|gb|EED90516.1|,gi|224007162|ref|XP_002292541.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.056	15	3.08e-5	8	8	927
gi|220973046|gb|EED91377.1|,gi|224003197|ref|XP_002291270.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.414	15	3.69e-4	5	5	928
gi|220973286|gb|EED91617.1|,gi|224003677|ref|XP_002291510.1|	heat shock protein, partial [Thalassiosira pseudonana CCMP1335]	0.526	15	6.57e-4	4	0	929
gi|220973610|gb|EED91940.1|,gi|224001032|ref|XP_002290188.1|	RL44, ribosomal protein 44 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.279	15	6.00e-4	3	3	930
gi|220973987|gb|EED92317.1|,gi|224001786|ref|XP_002290565.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.275	15	1.70e-4	9	9	931
gi|220975314|gb|EED93642.1|,gi|223997066|ref|XP_002288206.1|	ABC transporter, partial [Thalassiosira pseudonana CCMP1335]	0.156	15	1.04e-4	8	8	932
gi|220975849|gb|EED94177.1|,gi|223998136|ref|XP_002288741.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.228	15	1.47e-4	8	8	933
gi|220976582|gb|EED94909.1|,gi|223995585|ref|XP_002287466.1|	glutamate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.238	15	1.07e-4	9	9	934
gi|220977028|gb|EED95355.1|,gi|223996477|ref|XP_002287912.1|	hypothetical protein THAPSDRAFT_268301 [Thalassiosira pseudonana CCMP1335]	0.149	15	7.07e-5	9	9	935
gi|220978363|gb|EED96689.1|,gi|223994729|ref|XP_002287048.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.335	15	3.49e-4	5	5	936
gi|220978378|gb|EED96704.1|,gi|223994759|ref|XP_002287063.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.400	15	3.47e-4	7	7	937
gi|223992753|ref|XP_002286060.1|,gi|220977375|gb|EED95701.1|	DNA directed RNA polymerase II, largest subunit [Thalassiosira pseudonana CCMP1335]	0.090	15	3.84e-5	10	10	938
gi|223993073|ref|XP_002286220.1|,gi|220977535|gb|EED95861.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.321	15	1.89e-4	9	9	939
gi|223993175|ref|XP_002286271.1|,gi|220977586|gb|EED95912.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.836	15	8.55e-4	5	5	940
gi|223994143|ref|XP_002286755.1|,gi|220978070|gb|EED96396.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.199	15	1.08e-4	9	9	941
gi|223995279|ref|XP_002287323.1|,gi|220976439|gb|EED94766.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.455	15	5.16e-4	6	5	942
gi|223995749|ref|XP_002287548.1|,gi|220976664|gb|EED94991.1|	probable cytidylate kinase [Thalassiosira pseudonana CCMP1335]	0.287	15	2.56e-4	6	6	943
gi|223996519|ref|XP_002287933.1|,gi|220977049|gb|EED95376.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.261	15	1.96e-4	9	9	944
gi|223997310|ref|XP_002288328.1|,gi|220975436|gb|EED93764.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.313	15	2.57e-4	7	7	945
gi|223998418|ref|XP_002288882.1|,gi|220975990|gb|EED94318.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.201	15	1.53e-4	7	7	946
gi|223998586|ref|XP_002288966.1|,gi|220976074|gb|EED94402.1|	phenylalanyl-trna synthetase [Thalassiosira pseudonana CCMP1335]	0.224	15	1.01e-4	10	10	947
gi|224003383|ref|XP_002291363.1|,gi|220973139|gb|EED91470.1|	DNA directed RNA polymerase II, second largest subunit [Thalassiosira pseudonana CCMP1335]	0.120	15	5.22e-5	13	13	948
gi|224003751|ref|XP_002291547.1|,gi|220973323|gb|EED91654.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.203	15	1.16e-4	8	8	949
gi|224004686|ref|XP_002295994.1|,gi|209586026|gb|ACI64711.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.415	15	2.65e-4	8	1	950
gi|224007389|ref|XP_002292654.1|,gi|220971516|gb|EED89850.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.329	15	2.14e-4	8	8	951
gi|224007861|ref|XP_002292890.1|,gi|220971752|gb|EED90086.1|	oxoglutarate/malate translocator [Thalassiosira pseudonana CCMP1335]	0.273	15	2.01e-4	8	8	952
gi|224009932|ref|XP_002293924.1|,gi|220970596|gb|EED88933.1|	catalytic subunit of clp protein superfamily [Thalassiosira pseudonana CCMP1335]	0.409	15	2.78e-4	9	9	953
gi|224009944|ref|XP_002293930.1|,gi|220970602|gb|EED88939.1|	cystathionine beta-lyase [Thalassiosira pseudonana CCMP1335]	0.304	15	1.64e-4	10	10	954
gi|224012130|ref|XP_002294718.1|,gi|220969738|gb|EED88078.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.268	15	1.19e-4	9	9	955
gi|224012988|ref|XP_002295146.1|,gi|220969108|gb|EED87450.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.350	15	2.54e-4	6	6	956
gi|224015517|ref|XP_002297410.1|,gi|220967911|gb|EED86280.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.741	15	7.35e-4	6	6	957
gi|125987552|sp|A0T0Q2.1|RK20_THAPS,gi|118411120|ref|YP_874514.1|,gi|2050584459|gb|QWM93000.1|,gi|116739867|gb|ABK20737.1|	RecName: Full=Large ribosomal subunit protein bL20c; AltName: Full=50S ribosomal protein L20, chloroplastic,ribosomal protein L20 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L20 (chloroplast) [Thalassiosira pseudonana]	0.325	14	4.98e-4	7	7	958
gi|2050584546|gb|QWM93087.1|,gi|2050584488|gb|QWM93029.1|	ribosomal protein L21 (chloroplast) [Thalassiosira pseudonana]	0.362	14	5.55e-4	3	0	959
gi|209583455|gb|ACI64141.1|,gi|224011299|ref|XP_002295424.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.099	14	6.76e-5	7	7	960
gi|209586151|gb|ACI64836.1|,gi|224004936|ref|XP_002296119.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.268	14	6.01e-4	2	2	961
gi|209586185|gb|ACI64870.1|,gi|224005004|ref|XP_002296153.1|	cell division control protein, cdc2, cyclin-dependent kinase, cdk1, p34, partial [Thalassiosira pseudonana CCMP1335]	0.285	14	1.98e-4	6	5	962
gi|209586328|gb|ACI65013.1|,gi|224005290|ref|XP_002296296.1|	RL21, ribosomal protein 21, 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.401	14	3.60e-4	4	4	963
gi|209586382|gb|ACI65067.1|,gi|224005398|ref|XP_002296350.1|	V-type H-ATPase subunit C [Thalassiosira pseudonana CCMP1335]	0.395	14	1.77e-4	12	12	964
gi|220967793|gb|EED86169.1|,gi|118411155|ref|YP_874549.1|,gi|2050584424|gb|QWM92965.1|,gi|224015762|ref|XP_002297529.1|,gi|116739902|gb|ABK20772.1|,gi|125958211|sp|A0T0T7.1|PETD_THAPS	cytochrome b6-f complex subunit 4 [Thalassiosira pseudonana CCMP1335],cytochrome b6/f complex subunit IV (chloroplast) [Thalassiosira pseudonana],subunit IV of cytochrome b6/f complex (chloroplast) [Thalassiosira pseudonana],cytochrome b6-f complex subunit IV (chloroplast) [Thalassiosira pseudonana],RecName: Full=Cytochrome b6-f complex subunit 4; AltName: Full=17 kDa polypeptide	0.244	14	3.64e-4	3	3	965
gi|220967794|gb|EED86170.1|,gi|118411154|ref|YP_874548.1|,gi|116739901|gb|ABK20771.1|,gi|224015764|ref|XP_002297530.1|,gi|125991823|sp|A0T0T6.1|CYB6_THAPS,gi|2050584425|gb|QWM92966.1|	cytochrome B6 [Thalassiosira pseudonana CCMP1335],cytochrome b6 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Cytochrome b6,apocytochrome b6 of cytochrome b6/f complex (chloroplast) [Thalassiosira pseudonana]	0.251	14	2.71e-4	5	5	966
gi|220968161|gb|EED86511.1|,gi|224015050|ref|XP_002297186.1|	cytochrome c1 [Thalassiosira pseudonana CCMP1335]	0.177	14	2.10e-4	4	4	967
gi|220969190|gb|EED87532.1|,gi|224013152|ref|XP_002295228.1|	protoporphyrinogen IX oxidase usually abbreviated, partial [Thalassiosira pseudonana CCMP1335]	0.271	14	1.16e-4	9	9	968
gi|220969428|gb|EED87769.1|,gi|224012673|ref|XP_002294989.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.262	14	2.28e-4	8	8	969
gi|220969727|gb|EED88067.1|,gi|224012108|ref|XP_002294707.1|	hypothetical protein THAPSDRAFT_38460, partial [Thalassiosira pseudonana CCMP1335]	0.301	14	3.74e-4	4	4	970
gi|220969916|gb|EED88255.1|,gi|224010928|ref|XP_002294421.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.418	14	4.13e-4	5	5	971
gi|220970199|gb|EED88537.1|,gi|224010449|ref|XP_002294182.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.218	14	3.02e-4	6	6	972
gi|220970552|gb|EED88889.1|,gi|224009844|ref|XP_002293880.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.241	14	5.02e-4	3	3	973
gi|220970748|gb|EED89084.1|,gi|224008779|ref|XP_002293348.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.340	14	3.10e-4	5	5	974
gi|220972144|gb|EED90477.1|,gi|224007084|ref|XP_002292502.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.182	14	1.25e-4	7	7	975
gi|220972572|gb|EED90904.1|,gi|224006185|ref|XP_002292053.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.232	14	1.14e-4	8	8	976
gi|220973208|gb|EED91539.1|,gi|224003521|ref|XP_002291432.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.363	14	2.71e-4	6	6	977
gi|220974277|gb|EED92607.1|,gi|224002366|ref|XP_002290855.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.212	14	1.37e-4	8	8	978
gi|220975512|gb|EED93840.1|,gi|223997462|ref|XP_002288404.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.275	14	1.35e-4	7	7	979
gi|220975992|gb|EED94320.1|,gi|223998422|ref|XP_002288884.1|	S-adenosylmethionine synthetase [Thalassiosira pseudonana CCMP1335]	0.178	14	1.30e-4	6	6	980
gi|220976320|gb|EED94647.1|,gi|220976818|gb|EED95145.1|,gi|223996057|ref|XP_002287702.1|,gi|223995041|ref|XP_002287204.1|	v-type ATPase [Thalassiosira pseudonana CCMP1335],vacuolar ATP synthase [Thalassiosira pseudonana CCMP1335]	0.108	14	3.51e-4	6	6	981
gi|220976346|gb|EED94673.1|,gi|223995093|ref|XP_002287230.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.170	14	1.71e-4	5	5	982
gi|220976619|gb|EED94946.1|,gi|223995659|ref|XP_002287503.1|	hypothetical protein THAPSDRAFT_21491 [Thalassiosira pseudonana CCMP1335]	0.352	14	2.28e-4	6	6	983
gi|220976711|gb|EED95038.1|,gi|223995843|ref|XP_002287595.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.350	14	4.08e-4	4	3	984
gi|220977150|gb|EED95477.1|,gi|223996721|ref|XP_002288034.1|	hypothetical protein THAPSDRAFT_268364 [Thalassiosira pseudonana CCMP1335]	0.183	14	1.98e-4	6	6	985
gi|220978350|gb|EED96676.1|,gi|223994703|ref|XP_002287035.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.503	14	3.67e-4	5	5	986
gi|223993147|ref|XP_002286257.1|,gi|220977572|gb|EED95898.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.304	14	1.21e-4	9	9	987
gi|223993941|ref|XP_002286654.1|,gi|220977969|gb|EED96295.1|	cullin [Thalassiosira pseudonana CCMP1335]	0.127	14	8.51e-5	8	5	988
gi|223994099|ref|XP_002286733.1|,gi|220978048|gb|EED96374.1|	nucleoside diphosphate kinase, partial [Thalassiosira pseudonana CCMP1335]	0.404	14	3.86e-4	6	6	989
gi|223994379|ref|XP_002286873.1|,gi|220978188|gb|EED96514.1|	aspartate-trna ligase [Thalassiosira pseudonana CCMP1335]	0.173	14	1.23e-4	8	7	990
gi|223997330|ref|XP_002288338.1|,gi|220975446|gb|EED93774.1|	ruvb-like protein [Thalassiosira pseudonana CCMP1335]	0.227	14	1.18e-4	9	9	991
gi|223997500|ref|XP_002288423.1|,gi|220975531|gb|EED93859.1|	thiolase [Thalassiosira pseudonana CCMP1335]	0.203	14	1.23e-4	6	6	992
gi|223997764|ref|XP_002288555.1|,gi|220975663|gb|EED93991.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.165	14	1.58e-4	5	4	993
gi|223998266|ref|XP_002288806.1|,gi|220975914|gb|EED94242.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.205	14	9.06e-5	10	10	994
gi|223998840|ref|XP_002289093.1|,gi|220976201|gb|EED94529.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.193	14	1.29e-4	7	7	995
gi|223999233|ref|XP_002289289.1|,gi|220974497|gb|EED92826.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.108	14	1.15e-4	5	5	996
gi|224002252|ref|XP_002290798.1|,gi|220974220|gb|EED92550.1|	glucose-6-phosphate 1-dehydrogenase, partial [Thalassiosira pseudonana CCMP1335]	0.252	14	1.17e-4	11	11	997
gi|224002473|ref|XP_002290908.1|,gi|220972684|gb|EED91015.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.045	14	1.45e-5	11	10	998
gi|224003221|ref|XP_002291282.1|,gi|220973058|gb|EED91389.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.159	14	1.34e-4	5	5	999
gi|224004604|ref|XP_002295953.1|,gi|209585985|gb|ACI64670.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.344	14	2.22e-4	4	4	1000
gi|224004872|ref|XP_002296087.1|,gi|209586119|gb|ACI64804.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.168	14	6.89e-5	9	9	1001
gi|224005058|ref|XP_002296180.1|,gi|209586212|gb|ACI64897.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.162	14	7.93e-5	9	9	1002
gi|224007735|ref|XP_002292827.1|,gi|220971689|gb|EED90023.1|	hypothetical protein THAPSDRAFT_263658, partial [Thalassiosira pseudonana CCMP1335]	0.437	14	3.86e-4	7	7	1003
gi|224008144|ref|XP_002293031.1|,gi|220971157|gb|EED89492.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.256	14	1.86e-4	6	6	1004
gi|224008795|ref|XP_002293356.1|,gi|220970756|gb|EED89092.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.097	14	6.29e-5	8	0	1005
gi|224008801|ref|XP_002293359.1|,gi|220970759|gb|EED89095.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.246	14	1.05e-4	10	10	1006
gi|224009566|ref|XP_002293741.1|,gi|220970413|gb|EED88750.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.078	14	5.35e-5	7	7	1007
gi|224011916|ref|XP_002294611.1|,gi|220969631|gb|EED87971.1|	valine--tRNA ligase-like protein [Thalassiosira pseudonana CCMP1335]	0.126	14	6.54e-5	8	8	1008
gi|224012942|ref|XP_002295123.1|,gi|220969085|gb|EED87427.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.180	14	8.01e-5	10	10	1009
gi|224013694|ref|XP_002296511.1|,gi|220968863|gb|EED87207.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.152	14	1.88e-4	5	5	1010
gi|224013991|ref|XP_002296659.1|,gi|220968709|gb|EED87054.1|	hypothetical protein THAPSDRAFT_263844, partial [Thalassiosira pseudonana CCMP1335]	0.262	14	1.18e-4	9	9	1011
gi|224015204|ref|XP_002297260.1|,gi|220968054|gb|EED86410.1|	ACYL-COA dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.134	14	1.53e-4	4	4	1012
gi|74325171|ref|YP_316591.1|,gi|2050584378|gb|QWM92920.1|,gi|74100237|gb|AAZ99398.1|	cytochrome oxidase subunit II (mitochondrion) [Thalassiosira pseudonana],cytochrome c oxidase subunit II (mitochondrion) [Thalassiosira pseudonana]	0.186	14	2.30e-4	5	5	1013
gi|2050584451|gb|QWM92992.1|,gi|118411128|ref|YP_874522.1|,gi|116739875|gb|ABK20745.1|,gi|125987655|sp|A0T0R0.1|RPOC1_THAPS	RNA polymerase beta' subunit (chloroplast) [Thalassiosira pseudonana],DNA-directed RNA polymerase beta' chain (chloroplast) [Thalassiosira pseudonana],RecName: Full=DNA-directed RNA polymerase subunit beta'; AltName: Full=PEP; AltName: Full=Plastid-encoded RNA polymerase subunit beta'; Short=RNA polymerase subunit beta'	0.165	13	7.39e-5	10	4	1014
gi|209586356|gb|ACI65041.1|,gi|224005346|ref|XP_002296324.1|	glutathione reductase [Thalassiosira pseudonana CCMP1335]	0.259	13	1.09e-4	9	9	1015
gi|220967836|gb|EED86209.1|,gi|224015641|ref|XP_002297470.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.046	13	9.16e-5	3	1	1016
gi|220970151|gb|EED88489.1|,gi|224010353|ref|XP_002294134.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.151	13	1.01e-4	6	6	1017
gi|220970392|gb|EED88729.1|,gi|224009524|ref|XP_002293720.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.218	13	1.79e-4	7	7	1018
gi|220970894|gb|EED89230.1|,gi|224009071|ref|XP_002293494.1|	RK17, ribosomal protein 17 50S large ribosomal subunit, chloroplast [Thalassiosira pseudonana CCMP1335]	0.328	13	4.67e-4	3	3	1019
gi|220971382|gb|EED89717.1|,gi|224008594|ref|XP_002293256.1|	cell division control protein 2-like protein, partial [Thalassiosira pseudonana CCMP1335]	0.251	13	1.81e-4	8	7	1020
gi|220971767|gb|EED90101.1|,gi|224007891|ref|XP_002292905.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.170	13	1.23e-4	4	4	1021
gi|220972196|gb|EED90528.1|,gi|224005433|ref|XP_002291677.1|	triose or hexose phosphate/phosphate translocator [Thalassiosira pseudonana CCMP1335]	0.170	13	1.36e-4	8	8	1022
gi|224015273|ref|XP_002297294.1|,gi|220968039|gb|EED86396.1|	triose or hexose phosphate/phosphate translocator [Thalassiosira pseudonana CCMP1335]	0.221	13	1.76e-4	8	8	1022
gi|220973338|gb|EED91669.1|,gi|224003781|ref|XP_002291562.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.040	13	4.66e-5	5	5	1023
gi|220973514|gb|EED91844.1|,gi|224000840|ref|XP_002290092.1|	cold-shock DNA-binding domain-containing protein, partial [Thalassiosira pseudonana CCMP1335]	0.569	13	7.52e-4	3	3	1024
gi|220974513|gb|EED92842.1|,gi|223999265|ref|XP_002289305.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.241	13	1.30e-4	7	7	1025
gi|220974959|gb|EED93288.1|,gi|224000157|ref|XP_002289751.1|	hypothetical protein THAPSDRAFT_33701, partial [Thalassiosira pseudonana CCMP1335]	0.134	13	2.59e-4	5	5	1026
