Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|224004932|ref|XP_002296117.1|,gi|209586149|gb|ACI64834.1|	Arg1 arginase 1, partial [Thalassiosira pseudonana CCMP1335]	0.087	2	3.56e-5	2	2	2181
gi|224005066|ref|XP_002296184.1|,gi|209586216|gb|ACI64901.1|	hypothetical protein THAPS_263182, partial [Thalassiosira pseudonana CCMP1335]	0.138	2	3.42e-5	2	2	2182
gi|224005501|ref|XP_002291711.1|,gi|220972230|gb|EED90562.1|	beta subunit acetyl/propionyl-CoA carboxylase [Thalassiosira pseudonana CCMP1335]	0.018	2	2.14e-5	1	1	2183
gi|224005533|ref|XP_002291727.1|,gi|220972246|gb|EED90578.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.068	2	2.01e-5	2	2	2184
gi|224005597|ref|XP_002291759.1|,gi|220972278|gb|EED90610.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.067	2	1.97e-5	2	2	2185
gi|224005647|ref|XP_002291784.1|,gi|220972303|gb|EED90635.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.023	2	9.23e-6	2	2	2186
gi|224005737|ref|XP_002291829.1|,gi|220972348|gb|EED90680.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.067	2	3.57e-5	2	1	2187
gi|224005983|ref|XP_002291952.1|,gi|220972471|gb|EED90803.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.029	2	2.83e-5	1	1	2188
gi|224006171|ref|XP_002292046.1|,gi|220972565|gb|EED90897.1|	8-kd dynein light chain, DLC8, pin [Thalassiosira pseudonana CCMP1335]	0.286	2	1.38e-4	1	1	2189
gi|224006205|ref|XP_002292063.1|,gi|220972582|gb|EED90914.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.136	2	1.61e-4	1	1	2190
gi|224006241|ref|XP_002292081.1|,gi|220972600|gb|EED90932.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.053	2	3.54e-5	1	1	2191
gi|224006299|ref|XP_002292110.1|,gi|220972629|gb|EED90961.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.086	2	5.69e-5	2	2	2192
gi|224006391|ref|XP_002292156.1|,gi|220972675|gb|EED91007.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.021	2	2.48e-5	1	1	2193
gi|224006508|ref|XP_002292214.1|,gi|220971856|gb|EED90189.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.021	2	2.82e-5	1	1	2194
gi|224006698|ref|XP_002292309.1|,gi|220971951|gb|EED90284.1|	small RNA polymerase, partial [Thalassiosira pseudonana CCMP1335]	0.289	2	1.28e-4	2	2	2195
gi|224006734|ref|XP_002292327.1|,gi|220971969|gb|EED90302.1|	hypothetical protein THAPSDRAFT_24051 [Thalassiosira pseudonana CCMP1335]	0.017	2	2.06e-5	1	1	2196
gi|224006788|ref|XP_002292354.1|,gi|220971996|gb|EED90329.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.036	2	2.59e-5	2	2	2197
gi|224007046|ref|XP_002292483.1|,gi|220972125|gb|EED90458.1|	hypothetical protein THAPSDRAFT_36291, partial [Thalassiosira pseudonana CCMP1335]	0.028	2	2.52e-5	1	1	2198
gi|224007299|ref|XP_002292609.1|,gi|220971471|gb|EED89805.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.003	2	2.85e-6	1	1	2199
gi|224007339|ref|XP_002292629.1|,gi|220971491|gb|EED89825.1|	hypothetical protein THAPSDRAFT_263655, partial [Thalassiosira pseudonana CCMP1335]	0.034	2	3.03e-5	1	1	2200
gi|224007697|ref|XP_002292808.1|,gi|220971670|gb|EED90004.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.034	2	2.82e-5	1	1	2201
gi|224007757|ref|XP_002292838.1|,gi|220971700|gb|EED90034.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.072	2	2.47e-5	1	1	2202
gi|224008124|ref|XP_002293021.1|,gi|220971147|gb|EED89482.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.022	2	2.94e-5	1	1	2203
gi|224008138|ref|XP_002293028.1|,gi|220971154|gb|EED89489.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.103	2	3.54e-5	2	2	2204
gi|224008174|ref|XP_002293046.1|,gi|220971172|gb|EED89507.1|	hypothetical protein THAPSDRAFT_9135 [Thalassiosira pseudonana CCMP1335]	0.090	2	3.31e-5	2	2	2205
gi|224008330|ref|XP_002293124.1|,gi|220971250|gb|EED89585.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.133	2	2.94e-5	2	2	2206
gi|224008396|ref|XP_002293157.1|,gi|220971283|gb|EED89618.1|	acyl-coa oxidase, partial [Thalassiosira pseudonana CCMP1335]	0.053	2	1.55e-5	2	2	2207
gi|224008466|ref|XP_002293192.1|,gi|220971318|gb|EED89653.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.025	2	1.15e-5	2	2	2208
gi|224008508|ref|XP_002293213.1|,gi|220971339|gb|EED89674.1|	RL35, ribosomal protein 35 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.083	2	8.80e-5	1	1	2209
gi|224008564|ref|XP_002293241.1|,gi|220971367|gb|EED89702.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.050	2	1.76e-5	2	2	2210
gi|224008648|ref|XP_002293283.1|,gi|220971409|gb|EED89744.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.025	2	2.62e-5	1	1	2211
gi|224008663|ref|XP_002293290.1|,gi|220970690|gb|EED89026.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.021	2	2.45e-5	1	1	2212
gi|220970876|gb|EED89212.1|,gi|224009035|ref|XP_002293476.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.019	2	2.30e-5	1	1	2212
gi|224008793|ref|XP_002293355.1|,gi|220970755|gb|EED89091.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.065	2	6.34e-5	1	1	2213
gi|224009203|ref|XP_002293560.1|,gi|220970960|gb|EED89296.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.039	2	4.65e-5	1	1	2214
gi|224009219|ref|XP_002293568.1|,gi|220970968|gb|EED89304.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.047	2	1.92e-5	2	2	2215
gi|224009271|ref|XP_002293594.1|,gi|220970994|gb|EED89330.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.074	2	6.57e-5	1	1	2216
gi|224009508|ref|XP_002293712.1|,gi|220970384|gb|EED88721.1|	coatomer COPII, partial [Thalassiosira pseudonana CCMP1335]	0.013	2	1.28e-5	1	1	2217
gi|224009778|ref|XP_002293847.1|,gi|220970519|gb|EED88856.1|	copper chaperone Cox17 [Thalassiosira pseudonana CCMP1335],copper chaperone Cox17, partial [Thalassiosira pseudonana CCMP1335]	0.205	2	1.37e-4	1	1	2218
gi|224009800|ref|XP_002293858.1|,gi|220970530|gb|EED88867.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.082	2	5.12e-5	1	1	2219
gi|224009802|ref|XP_002293859.1|,gi|220970531|gb|EED88868.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.048	2	5.63e-5	1	1	2220
gi|224010209|ref|XP_002294062.1|,gi|220970079|gb|EED88417.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.065	2	4.05e-5	2	2	2221
gi|224010267|ref|XP_002294091.1|,gi|220970108|gb|EED88446.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.042	2	2.96e-5	1	1	2222
gi|224010367|ref|XP_002294141.1|,gi|220970158|gb|EED88496.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.075	2	8.01e-5	1	1	2223
gi|224010381|ref|XP_002294148.1|,gi|220970165|gb|EED88503.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.015	2	5.42e-6	2	2	2224
gi|224010395|ref|XP_002294155.1|,gi|220970172|gb|EED88510.1|	3',5'-cyclic nucleotide phosphodiesterase [Thalassiosira pseudonana CCMP1335]	0.023	2	3.09e-5	1	1	2225
gi|224010501|ref|XP_002294208.1|,gi|220970225|gb|EED88563.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.031	2	2.97e-5	1	1	2226
gi|224010505|ref|XP_002294210.1|,gi|220970227|gb|EED88565.1|	heat shock protein, partial [Thalassiosira pseudonana CCMP1335]	0.111	2	1.08e-4	1	1	2227
gi|224010569|ref|XP_002294242.1|,gi|220970259|gb|EED88597.1|	monogalactosyldiacylglycerol synthase, partial [Thalassiosira pseudonana CCMP1335]	0.046	2	2.57e-5	1	1	2228
gi|224010583|ref|XP_002294249.1|,gi|220970266|gb|EED88604.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.017	2	8.00e-6	2	2	2229
gi|224010603|ref|XP_002294259.1|,gi|220970276|gb|EED88614.1|	methionyl-trn synthetase [Thalassiosira pseudonana CCMP1335]	0.056	2	4.61e-5	1	1	2230
gi|224010846|ref|XP_002294380.1|,gi|220969875|gb|EED88214.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.037	2	1.80e-5	2	2	2231
gi|224010896|ref|XP_002294405.1|,gi|220969900|gb|EED88239.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.086	2	3.99e-5	2	2	2232
gi|224010916|ref|XP_002294415.1|,gi|220969910|gb|EED88249.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.041	2	1.98e-5	1	1	2233
gi|224011014|ref|XP_002294464.1|,gi|220969959|gb|EED88298.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.106	2	3.78e-5	2	2	2234
gi|224011177|ref|XP_002295363.1|,gi|209583394|gb|ACI64080.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.035	2	1.79e-5	2	2	2235
gi|224011271|ref|XP_002295410.1|,gi|209583441|gb|ACI64127.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.033	2	2.20e-5	1	1	2236
gi|224011471|ref|XP_002295510.1|,gi|209583541|gb|ACI64227.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.130	2	6.30e-5	2	2	2237
gi|224011481|ref|XP_002295515.1|,gi|209583546|gb|ACI64232.1|	integrin domain-containing protein, partial [Thalassiosira pseudonana CCMP1335]	0.031	2	3.02e-5	1	1	2238
gi|224011655|ref|XP_002295602.1|,gi|209583633|gb|ACI64319.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.019	2	1.33e-5	1	1	2239
gi|224011958|ref|XP_002294632.1|,gi|220969652|gb|EED87992.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.168	2	9.42e-5	1	1	2240
gi|224012124|ref|XP_002294715.1|,gi|220969735|gb|EED88075.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.033	2	2.93e-5	1	1	2241
gi|224012136|ref|XP_002294721.1|,gi|220969741|gb|EED88081.1|	cullin family-like protein [Thalassiosira pseudonana CCMP1335]	0.032	2	1.44e-5	2	2	2242
gi|224012393|ref|XP_002294849.1|,gi|220969288|gb|EED87629.1|	Fructose-1,6-bisphosphatase aldolase [Thalassiosira pseudonana CCMP1335]	0.062	2	3.46e-5	2	2	2243
gi|224012471|ref|XP_002294888.1|,gi|220969327|gb|EED87668.1|	spermine synthase [Thalassiosira pseudonana CCMP1335]	0.114	2	3.56e-5	2	2	2244
gi|224012519|ref|XP_002294912.1|,gi|220969351|gb|EED87692.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.037	2	1.96e-5	2	2	2245
gi|224012793|ref|XP_002295049.1|,gi|220969488|gb|EED87829.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.032	2	2.65e-5	1	1	2246
gi|224012978|ref|XP_002295141.1|,gi|220969103|gb|EED87445.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.026	2	1.99e-5	1	1	2247
gi|224012998|ref|XP_002295151.1|,gi|220969113|gb|EED87455.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.089	2	4.98e-5	1	1	2248
gi|224013160|ref|XP_002295232.1|,gi|220969194|gb|EED87536.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.016	2	2.18e-5	1	0	2249
gi|224013200|ref|XP_002295252.1|,gi|220969214|gb|EED87556.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.042	2	2.24e-5	1	1	2250
gi|224013206|ref|XP_002295255.1|,gi|220969217|gb|EED87559.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.036	2	2.72e-5	1	1	2251
gi|224013343|ref|XP_002295323.1|,gi|220969046|gb|EED87389.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.154	2	8.19e-5	2	2	2252
gi|224013412|ref|XP_002296370.1|,gi|220968722|gb|EED87066.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.016	2	1.74e-5	1	1	2253
gi|224013534|ref|XP_002296431.1|,gi|220968783|gb|EED87127.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.066	2	3.71e-5	2	2	2254
gi|224013698|ref|XP_002296513.1|,gi|220968865|gb|EED87209.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.094	2	2.44e-5	2	2	2255
gi|224013752|ref|XP_002296540.1|,gi|220968892|gb|EED87236.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.064	2	4.00e-5	1	1	2256
gi|224014114|ref|XP_002296720.1|,gi|220968575|gb|EED86921.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.057	2	3.36e-5	2	2	2257
gi|224014176|ref|XP_002296751.1|,gi|220968606|gb|EED86952.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.004	2	4.32e-6	1	1	2258
gi|224014869|ref|XP_002297096.1|,gi|220968215|gb|EED86564.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.049	2	5.22e-5	1	1	2259
gi|224015078|ref|XP_002297200.1|,gi|220968175|gb|EED86525.1|	glutmatae dehydrogenase, nadp-gdh, partial [Thalassiosira pseudonana CCMP1335]	0.068	2	2.43e-5	2	2	2260
gi|224015169|ref|XP_002297244.1|,gi|220968098|gb|EED86451.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.040	2	1.51e-5	1	1	2261
gi|224015191|ref|XP_002297254.1|,gi|220968090|gb|EED86445.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.028	2	1.76e-5	2	2	2262
gi|224015206|ref|XP_002297261.1|,gi|220968055|gb|EED86411.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.022	2	1.96e-5	1	1	2263
gi|224015354|ref|XP_002297333.1|,gi|220968001|gb|EED86361.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.030	2	2.26e-5	1	1	2264
gi|224015411|ref|XP_002297360.1|,gi|220967960|gb|EED86323.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.022	2	2.86e-5	1	1	2265
gi|224015872|ref|XP_002297581.1|,gi|220967748|gb|EED86130.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.022	2	2.13e-5	1	1	2266
gi|224015879|ref|XP_002297584.1|,gi|220967723|gb|EED86106.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.059	2	1.46e-5	2	2	2267
gi|220971983|gb|EED90316.1|,gi|224006762|ref|XP_002292341.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.072	2	1.78e-5	2	2	2267
gi|317376197|sp|B8C6S5.1|FEN1_THAPS,gi|224006087|ref|XP_002292004.1|,gi|220972523|gb|EED90855.1|	RecName: Full=Flap endonuclease 1; Short=FEN-1; AltName: Full=Flap structure-specific endonuclease 1,exonuclease [Thalassiosira pseudonana CCMP1335]	0.069	2	2.73e-5	2	2	2268
gi|74100247|gb|AAZ99408.1|,gi|74325181|ref|YP_316601.1|	ATPase subunit 8 (mitochondrion) [Thalassiosira pseudonana]	0.184	2	1.40e-4	1	1	2269
AAZ24543.1	hypothetical protein CPS_2725 [Colwellia psychrerythraea 34H]	0.033	1	1.37e-5	1	1	2270
WP_041736973.1	lipase family protein [Colwellia psychrerythraea]	0.037	1	1.52e-5	1	1	2270
AAZ24577.1,WP_011042781.1	putative RND efflux system protein [Colwellia psychrerythraea 34H],TolC family protein [Colwellia psychrerythraea]	0.023	1	1.20e-5	1	1	2271
AAZ24578.1,WP_011041777.1	transcriptional regulator, LysR family [Colwellia psychrerythraea 34H],LysR family transcriptional regulator [Colwellia psychrerythraea]	0.030	1	1.79e-5	1	1	2272
AAZ24702.1,WP_011041697.1	flavohemoprotein [Colwellia psychrerythraea 34H],NO-inducible flavohemoprotein [Colwellia psychrerythraea]	0.028	1	1.34e-5	1	1	2273
AAZ25103.1,WP_011041102.1	SCO1/SenC family protein [Colwellia psychrerythraea 34H],SCO family protein [Colwellia psychrerythraea]	0.059	1	2.40e-5	1	1	2274
AAZ26475.1,WP_011042941.1	sigma-54 dependent DNA-binding response regulator, Fis family [Colwellia psychrerythraea 34H],sigma-54-dependent transcriptional regulator [Colwellia psychrerythraea]	0.026	1	1.14e-5	1	1	2275
AAZ26635.1,sp|Q48AW0.1|ATPB_COLP3,WP_011040937.1	ATP synthase F1, beta subunit [Colwellia psychrerythraea 34H],RecName: Full=ATP synthase subunit beta; AltName: Full=ATP synthase F1 sector subunit beta; AltName: Full=F-ATPase subunit beta,MULTISPECIES: F0F1 ATP synthase subunit beta [Colwellia]	0.046	1	1.15e-5	1	1	2276
AAZ26721.1,WP_011042502.1	transcriptional regulator, LysR family [Colwellia psychrerythraea 34H],LysR family transcriptional regulator [Colwellia psychrerythraea]	0.037	1	1.80e-5	1	1	2277
AAZ27686.1,WP_011042351.1	flagellar biosynthetic protein FlhB [Colwellia psychrerythraea 34H],flagellar biosynthesis protein FlhB [Colwellia psychrerythraea]	0.029	1	1.42e-5	1	1	2278
AAZ27953.1,WP_011043690.1	isocitrate dehydrogenase, NADP-dependent [Colwellia psychrerythraea 34H],NADP-dependent isocitrate dehydrogenase [Colwellia psychrerythraea]	0.032	1	7.17e-6	1	1	2279
AAZ28077.1,WP_011044713.1	putative lipoprotein [Colwellia psychrerythraea 34H],alpha-2-macroglobulin family protein [Colwellia psychrerythraea]	0.005	1	3.20e-6	1	1	2280
AAZ28476.1,sp|Q47UU9.1|EFTU_COLP3,AAZ27365.1,WP_011045489.1	translation elongation factor Tu [Colwellia psychrerythraea 34H],RecName: Full=Elongation factor Tu; Short=EF-Tu,MULTISPECIES: elongation factor Tu [Colwellia]	0.023	1	1.35e-5	1	1	2281
AAZ28508.1,WP_011043526.1	3-hydroxyacyl-CoA dehydrogenase [Colwellia psychrerythraea 34H],3-hydroxyacyl-CoA dehydrogenase [Colwellia psychrerythraea]	0.031	1	2.09e-5	1	0	2282
WP_011041475.1,AAZ24190.1,sp|Q488Y9.1|RS4_COLP3	MULTISPECIES: 30S ribosomal protein S4 [Colwellia],ribosomal protein S4 [Colwellia psychrerythraea 34H],RecName: Full=Small ribosomal subunit protein uS4; AltName: Full=30S ribosomal protein S4	0.034	1	2.58e-5	1	1	2283
WP_011041517.1,AAZ25234.1	TonB-dependent receptor [Colwellia psychrerythraea],putative TonB-dependent receptor [Colwellia psychrerythraea 34H]	0.010	1	6.71e-6	1	1	2284
WP_011042426.1,AAZ27825.1	DEAD/DEAH box helicase [Colwellia psychrerythraea],ATP-dependent RNA helicase, DEAD box family [Colwellia psychrerythraea 34H]	0.020	1	1.17e-5	1	0	2285
gi|223999483|ref|XP_002289414.1|,gi|220974622|gb|EED92951.1|	atp-dependent RNA helicase [Thalassiosira pseudonana CCMP1335]	0.018	1	1.08e-5	1	0	2285
WP_011042761.1,AAZ27657.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea],methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H]	0.033	1	8.04e-6	1	1	2286
WP_011044045.1,AAZ27004.1	DUF3466 family protein [Colwellia psychrerythraea],hypothetical protein CPS_3276 [Colwellia psychrerythraea 34H]	0.020	1	8.69e-6	1	1	2287
WP_011044180.1,AAZ25800.1	hybrid sensor histidine kinase/response regulator [Colwellia psychrerythraea],sensory box sensor histidine kinase/response regulator [Colwellia psychrerythraea 34H]	0.019	1	4.50e-6	1	1	2288
WP_011044399.1,AAZ26373.1	SLBB domain-containing protein [Colwellia psychrerythraea],polysaccharide biosynthesis/export protein [Colwellia psychrerythraea 34H]	0.012	1	5.79e-6	1	1	2289
WP_011044657.1,CBM38110.1,AAZ27465.1	ATP-dependent chaperone ClpB [Colwellia psychrerythraea],unnamed protein product [Colwellia psychrerythraea 34H],ATP-dependent chaperone protein ClpB [Colwellia psychrerythraea 34H]	0.009	1	6.18e-6	1	0	2290
WP_011045361.1,AAZ25200.1	MULTISPECIES: GTP 3',8-cyclase MoaA [Colwellia],molybdenum cofactor biosynthesis protein A [Colwellia psychrerythraea 34H]	0.028	1	1.65e-5	1	1	2291
WP_011045494.1,sp|Q47UV9.1|RPOB_COLP3,AAZ24907.1	DNA-directed RNA polymerase subunit beta [Colwellia psychrerythraea],RecName: Full=DNA-directed RNA polymerase subunit beta; Short=RNAP subunit beta; AltName: Full=RNA polymerase subunit beta; AltName: Full=Transcriptase subunit beta,DNA-directed RNA polymerase, beta subunit [Colwellia psychrerythraea 34H]	0.007	1	3.97e-6	1	0	2292
gi|116739955|gb|ABK20825.1|,gi|118411208|ref|YP_874602.1|,gi|2050584512|gb|QWM93053.1|	preprotein translocase subunit secY (chloroplast) [Thalassiosira pseudonana],preprotein translocase subunit SecY (chloroplast) [Thalassiosira pseudonana],subunit Y of preprotein-translocase (chloroplast) [Thalassiosira pseudonana]	0.026	1	1.27e-5	1	1	2293
gi|118411203|ref|YP_874597.1|,gi|2050584517|gb|QWM93058.1|,gi|116739950|gb|ABK20820.1|,gi|224493190|sp|A0T0Y5.1|RK5_THAPS	ribosomal protein L5 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L5 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein uL5c; AltName: Full=50S ribosomal protein L5, chloroplastic	0.059	1	2.24e-5	1	1	2294
gi|125987541|sp|A0T0Y0.1|RK16_THAPS,gi|2050584522|gb|QWM93063.1|,gi|116739945|gb|ABK20815.1|,gi|118411198|ref|YP_874592.1|	RecName: Full=Large ribosomal subunit protein uL16c; AltName: Full=50S ribosomal protein L16, chloroplastic,ribosomal protein L16 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L16 (chloroplast) [Thalassiosira pseudonana]	0.102	1	3.89e-5	1	1	2295
gi|131077|sp|P06873|PRTK_TRIAL	(CONTAMINANT) Proteinase K precursor (Tritirachium alkaline proteinase) (Endopeptidase K)	0.083	1	1.39e-5	1	1	2296
gi|2050584507|gb|QWM93048.1|,gi|118411213|ref|YP_874607.1|,gi|116739960|gb|ABK20830.1|	ribosomal protein L13 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L13 (chloroplast) [Thalassiosira pseudonana]	0.088	1	3.91e-5	1	1	2297
gi|2050584548|gb|QWM93089.1|,gi|2050584486|gb|QWM93027.1|,gi|116739981|gb|ABK20851.1|,gi|118411234|ref|YP_874628.1|,gi|118411172|ref|YP_874566.1|,gi|125987610|sp|A0T0V4.1|RK32_THAPS,gi|116739919|gb|ABK20789.1|	ribosomal protein L32 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L32 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein bL32c; AltName: Full=50S ribosomal protein L32, chloroplastic	0.130	1	9.86e-5	1	1	2298
gi|2050584549|gb|QWM93090.1|,gi|118411171|ref|YP_874565.1|,gi|118411235|ref|YP_874629.1|,gi|125987509|sp|A0T0V3.1|PSBY_THAPS,gi|2050584485|gb|QWM93026.1|,gi|116739982|gb|ABK20852.1|,gi|116739918|gb|ABK20788.1|	Y protein of photosystem II (chloroplast) [Thalassiosira pseudonana],photosystem II protein Y (chloroplast) [Thalassiosira pseudonana],RecName: Full=Photosystem II reaction center protein Y	0.222	1	1.48e-4	1	1	2299
gi|209583391|gb|ACI64077.1|,gi|224011171|ref|XP_002295360.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.039	1	1.05e-5	1	1	2300
gi|209583399|gb|ACI64085.1|,gi|224011187|ref|XP_002295368.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.044	1	1.06e-5	1	1	2301
gi|209583432|gb|ACI64118.1|,gi|224011253|ref|XP_002295401.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.017	1	8.90e-6	1	1	2302
gi|209583448|gb|ACI64134.1|,gi|224011285|ref|XP_002295417.1|	NADP-dependent ferredoxin reductase and adrenodoxin reductase, fprA-like protein [Thalassiosira pseudonana CCMP1335]	0.018	1	8.86e-6	1	1	2303
gi|209583579|gb|ACI64265.1|,gi|224011547|ref|XP_002295548.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.071	1	9.02e-6	1	1	2304
gi|209583643|gb|ACI64329.1|,gi|224011675|ref|XP_002295612.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.040	1	3.06e-5	1	1	2305
gi|209583686|gb|ACI64372.1|,gi|224011761|ref|XP_002295655.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.021	1	1.24e-5	1	1	2306
gi|209585808|gb|ACI64493.1|,gi|224004250|ref|XP_002295776.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.018	1	8.15e-6	1	1	2307
gi|209585830|gb|ACI64515.1|,gi|224004294|ref|XP_002295798.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.054	1	2.41e-5	1	1	2308
gi|209585901|gb|ACI64586.1|,gi|224004436|ref|XP_002295869.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.007	1	2.24e-6	1	1	2309
gi|209585907|gb|ACI64592.1|,gi|224004448|ref|XP_002295875.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.014	1	9.10e-6	1	1	2310
gi|209585964|gb|ACI64649.1|,gi|224004562|ref|XP_002295932.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.023	1	6.55e-6	1	1	2311
gi|209586019|gb|ACI64704.1|,gi|224004672|ref|XP_002295987.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.103	1	4.55e-5	1	1	2312
gi|209586027|gb|ACI64712.1|,gi|224005388|ref|XP_002296345.1|,gi|224004688|ref|XP_002295995.1|,gi|209586377|gb|ACI65062.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335],hypothetical protein THAPS_263298, partial [Thalassiosira pseudonana CCMP1335]	0.019	1	9.12e-6	1	1	2313
gi|209586036|gb|ACI64721.1|,gi|224004706|ref|XP_002296004.1|	protein a serine carboxypeptidase domain-containing protein [Thalassiosira pseudonana CCMP1335]	0.016	1	1.07e-5	1	1	2314
gi|220972521|gb|EED90853.1|,gi|224006083|ref|XP_002292002.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.015	1	9.82e-6	1	1	2314
gi|209586090|gb|ACI64775.1|,gi|224004814|ref|XP_002296058.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.016	1	6.00e-6	1	1	2315
gi|209586172|gb|ACI64857.1|,gi|224004978|ref|XP_002296140.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.072	1	1.43e-5	1	1	2316
gi|209586234|gb|ACI64919.1|,gi|224005102|ref|XP_002296202.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.052	1	1.21e-5	1	1	2317
